arch,model_id,method,task,sample_size,seed,accuracy,majority_baseline,collapsed,exploded,max_grad_norm_observed,trainable_params,total_params,trainable_ratio
encoder-decoder,google-t5/t5-base,bitfit,rte,96,13,0.555956678700361,0.5270758122743683,False,False,0.82421875,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,96,29,0.4620938628158845,0.5270758122743683,True,False,1.09375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,192,7,0.48014440433212996,0.5270758122743683,True,False,0.93359375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,192,13,0.5415162454873647,0.5270758122743683,False,False,0.9609375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,192,29,0.5018050541516246,0.5270758122743683,True,False,0.8828125,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,384,7,0.5234657039711191,0.5270758122743683,True,False,1.2265625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,384,13,0.5667870036101083,0.5270758122743683,False,False,1.1640625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,rte,384,29,0.51985559566787,0.5270758122743683,True,False,1.171875,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,48,7,0.555045871559633,0.5091743119266054,False,False,1.203125,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,48,13,0.5825688073394495,0.5091743119266054,False,False,0.890625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,48,29,0.555045871559633,0.5091743119266054,False,False,1.0390625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,96,7,0.6158256880733946,0.5091743119266054,False,False,1.03125,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,96,13,0.6456422018348624,0.5091743119266054,False,False,0.99609375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,96,29,0.5206422018348624,0.5091743119266054,False,False,1.109375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,192,7,0.6834862385321101,0.5091743119266054,False,False,1.0546875,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,192,13,0.5389908256880734,0.5091743119266054,False,False,1.15625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,192,29,0.5298165137614679,0.5091743119266054,False,False,1.0390625,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,384,7,0.7706422018348624,0.5091743119266054,False,False,1.1171875,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,384,13,0.5194954128440367,0.5091743119266054,False,False,1.4921875,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,bitfit,sst2,384,29,0.5252293577981652,0.5091743119266054,False,False,1.234375,1922,109630082,1.753168441486708e-05
encoder-decoder,google-t5/t5-base,ia3,mrpc,48,7,0.6813725490196079,0.6838235294117647,True,False,1.0084773302078247,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,48,13,0.6838235294117647,0.6838235294117647,False,False,1.4191417694091797,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,48,29,0.6838235294117647,0.6838235294117647,False,False,1.197368860244751,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,96,7,0.6838235294117647,0.6838235294117647,False,False,1.0321428775787354,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,96,13,0.6838235294117647,0.6838235294117647,False,False,1.375192642211914,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,96,29,0.6838235294117647,0.6838235294117647,False,False,1.331677794456482,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,192,7,0.6838235294117647,0.6838235294117647,False,False,1.05235755443573,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,192,13,0.6838235294117647,0.6838235294117647,False,False,1.3909512758255005,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,192,29,0.6838235294117647,0.6838235294117647,False,False,1.0757261514663696,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,384,7,0.6838235294117647,0.6838235294117647,False,False,1.156772255897522,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,384,13,0.6838235294117647,0.6838235294117647,False,False,1.351062536239624,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,mrpc,384,29,0.6838235294117647,0.6838235294117647,False,False,1.260163426399231,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,48,7,0.5070474098480688,0.5053999633900788,False,False,0.8938542008399963,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,48,13,0.4982610287387882,0.5053999633900788,True,False,0.9621639847755432,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,48,29,0.5321252059308073,0.5053999633900788,False,False,0.7518252730369568,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,96,7,0.5064982610287387,0.5053999633900788,False,False,0.9557920694351196,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,96,13,0.5043016657514187,0.5053999633900788,True,False,0.9911163449287415,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,96,29,0.5070474098480688,0.5053999633900788,False,False,0.9200577139854431,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,192,7,0.5147354933186894,0.5053999633900788,False,False,0.9581372737884521,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,192,13,0.5167490389895661,0.5053999633900788,False,False,0.9601917862892151,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,192,29,0.5777045579352005,0.5053999633900788,False,False,1.117161750793457,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,384,7,0.5928976752699981,0.5053999633900788,False,False,1.1287834644317627,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,384,13,0.5108914515833791,0.5053999633900788,False,False,1.3052340745925903,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,qnli,384,29,0.627677100494234,0.5053999633900788,False,False,1.022369384765625,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,48,7,0.4981949458483754,0.5270758122743683,True,False,0.9270212650299072,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,48,13,0.5126353790613718,0.5270758122743683,True,False,0.856512188911438,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,48,29,0.4729241877256318,0.5270758122743683,True,False,0.9261049628257751,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,96,7,0.5740072202166066,0.5270758122743683,False,False,0.8510411381721497,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,96,13,0.5306859205776173,0.5270758122743683,False,False,0.8344044089317322,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,96,29,0.47653429602888087,0.5270758122743683,True,False,1.1104941368103027,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,192,7,0.49097472924187724,0.5270758122743683,True,False,0.9234650731086731,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,192,13,0.5379061371841155,0.5270758122743683,False,False,0.9523531794548035,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,192,29,0.5487364620938628,0.5270758122743683,False,False,0.8905037045478821,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,384,7,0.6028880866425993,0.5270758122743683,False,False,1.2720742225646973,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,384,13,0.5523465703971119,0.5270758122743683,False,False,1.16025972366333,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,rte,384,29,0.5270758122743683,0.5270758122743683,False,False,1.1881483793258667,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,48,7,0.5860091743119266,0.5091743119266054,False,False,1.0865153074264526,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,48,13,0.5493119266055045,0.5091743119266054,False,False,0.8855228424072266,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,48,29,0.5091743119266054,0.5091743119266054,False,False,0.9690967798233032,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,96,7,0.6788990825688074,0.5091743119266054,False,False,1.034303069114685,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,96,13,0.5848623853211009,0.5091743119266054,False,False,0.9933048486709595,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,96,29,0.5091743119266054,0.5091743119266054,False,False,0.9884679913520813,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,192,7,0.7477064220183486,0.5091743119266054,False,False,0.969923734664917,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,192,13,0.551605504587156,0.5091743119266054,False,False,1.1759777069091797,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,192,29,0.5103211009174312,0.5091743119266054,False,False,1.0270346403121948,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,384,7,0.7752293577981652,0.5091743119266054,False,False,1.1668261289596558,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,384,13,0.5309633027522935,0.5091743119266054,False,False,1.5278079509735107,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,ia3,sst2,384,29,0.5114678899082569,0.5091743119266054,False,False,1.2567187547683716,56834,109685378,0.0005181547534986842
encoder-decoder,google-t5/t5-base,lora,mrpc,48,7,0.6813725490196079,0.6838235294117647,True,False,0.987291693687439,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,48,13,0.6838235294117647,0.6838235294117647,False,False,1.3631501197814941,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,48,29,0.6838235294117647,0.6838235294117647,False,False,1.2845805883407593,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,96,7,0.6838235294117647,0.6838235294117647,False,False,1.021972417831421,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,96,13,0.6838235294117647,0.6838235294117647,False,False,1.3400115966796875,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,96,29,0.6838235294117647,0.6838235294117647,False,False,1.4451502561569214,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,192,7,0.6838235294117647,0.6838235294117647,False,False,1.0145032405853271,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,192,13,0.6838235294117647,0.6838235294117647,False,False,1.3541514873504639,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,192,29,0.6838235294117647,0.6838235294117647,False,False,1.5877642631530762,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,384,7,0.6838235294117647,0.6838235294117647,False,False,2.245206832885742,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,384,13,0.6838235294117647,0.6838235294117647,False,False,1.3136690855026245,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,mrpc,384,29,0.6838235294117647,0.6838235294117647,False,False,2.1533515453338623,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,48,7,0.5053999633900788,0.5053999633900788,False,False,0.8703721761703491,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,48,13,0.509244005125389,0.5053999633900788,False,False,0.8991208076477051,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,48,29,0.5015559216547685,0.5053999633900788,True,False,0.7189159393310547,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,96,7,0.5053999633900788,0.5053999633900788,False,False,0.9250674247741699,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,96,13,0.5136371956800293,0.5053999633900788,False,False,0.9438306093215942,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,96,29,0.5205930807248764,0.5053999633900788,False,False,0.8754324913024902,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,192,7,0.510342302764049,0.5053999633900788,False,False,0.9354928731918335,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,192,13,0.5220574775764232,0.5053999633900788,False,False,1.2729943990707397,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,192,29,0.5517115138202453,0.5053999633900788,False,False,1.0618683099746704,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,384,7,0.7005308438586857,0.5053999633900788,False,False,1.1758102178573608,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,384,13,0.6104704374885594,0.5053999633900788,False,False,1.2614719867706299,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,qnli,384,29,0.651473549331869,0.5053999633900788,False,False,1.0510377883911133,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,48,7,0.4620938628158845,0.5270758122743683,True,False,0.9129252433776855,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,48,13,0.51985559566787,0.5270758122743683,True,False,0.9000725746154785,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,48,29,0.4657039711191336,0.5270758122743683,True,False,1.0448026657104492,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,96,7,0.48736462093862815,0.5270758122743683,True,False,0.8422200083732605,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,96,13,0.5415162454873647,0.5270758122743683,False,False,0.8589969873428345,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,96,29,0.45126353790613716,0.5270758122743683,True,False,1.036030888557434,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,192,7,0.4729241877256318,0.5270758122743683,True,False,0.9102391600608826,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,192,13,0.5379061371841155,0.5270758122743683,False,False,0.968356192111969,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,192,29,0.5018050541516246,0.5270758122743683,True,False,0.8614364266395569,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,384,7,0.5415162454873647,0.5270758122743683,False,False,1.3055068254470825,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,384,13,0.5415162454873647,0.5270758122743683,False,False,1.1819099187850952,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,rte,384,29,0.5234657039711191,0.5270758122743683,True,False,1.2579017877578735,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,48,7,0.481651376146789,0.5091743119266054,True,False,1.1659750938415527,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,48,13,0.555045871559633,0.5091743119266054,False,False,0.8812220096588135,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,48,29,0.591743119266055,0.5091743119266054,False,False,1.1276780366897583,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,96,7,0.5665137614678899,0.5091743119266054,False,False,1.0197616815567017,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,96,13,0.6307339449541285,0.5091743119266054,False,False,0.9985225200653076,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,96,29,0.5447247706422018,0.5091743119266054,False,False,1.1144620180130005,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,192,7,0.6892201834862385,0.5091743119266054,False,False,1.038509488105774,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,192,13,0.5447247706422018,0.5091743119266054,False,False,1.0964158773422241,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,192,29,0.5458715596330275,0.5091743119266054,False,False,1.019611120223999,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,384,7,0.8360091743119266,0.5091743119266054,False,False,1.163826823234558,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,384,13,0.5676605504587156,0.5091743119266054,False,False,1.4881644248962402,296450,109924994,0.0026968389008963692
encoder-decoder,google-t5/t5-base,lora,sst2,384,29,0.5951834862385321,0.5091743119266054,False,False,1.5982609987258911,296450,109924994,0.0026968389008963692
encoder-only,bert-base-uncased,bitfit,mrpc,48,7,0.6838235294117647,0.6838235294117647,False,False,5.25,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,48,13,0.6862745098039216,0.6838235294117647,False,False,14.75,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,48,29,0.6838235294117647,0.6838235294117647,False,False,8.25,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,96,7,0.6838235294117647,0.6838235294117647,False,False,5.46875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,96,13,0.6838235294117647,0.6838235294117647,False,False,14.9375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,96,29,0.6838235294117647,0.6838235294117647,False,False,6.0625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,192,7,0.6740196078431373,0.6838235294117647,True,False,7.09375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,192,13,0.6862745098039216,0.6838235294117647,False,False,14.0625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,192,29,0.6764705882352942,0.6838235294117647,True,False,8.625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,384,7,0.6764705882352942,0.6838235294117647,True,False,9.75,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,384,13,0.6862745098039216,0.6838235294117647,False,False,11.125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,mrpc,384,29,0.6764705882352942,0.6838235294117647,True,False,7.5,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,48,7,0.5068643602416255,0.5053999633900788,False,False,7.34375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,48,13,0.5063152114222954,0.5053999633900788,False,False,7.875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,48,29,0.528281164195497,0.5053999633900788,False,False,5.4375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,96,7,0.5072304594545122,0.5053999633900788,False,False,8.125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,96,13,0.5348709500274574,0.5053999633900788,False,False,8.5625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,96,29,0.5593995972908659,0.5053999633900788,False,False,6.34375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,192,7,0.5160168405637928,0.5053999633900788,False,False,6.96875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,192,13,0.5586673988650924,0.5053999633900788,False,False,10.0,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,192,29,0.5647080358777229,0.5053999633900788,False,False,9.625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,384,7,0.5454878272011715,0.5053999633900788,False,False,9.6875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,384,13,0.5760571114772103,0.5053999633900788,False,False,8.9375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,qnli,384,29,0.5751418634449936,0.5053999633900788,False,False,8.625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,48,7,0.5270758122743683,0.5270758122743683,False,False,6.34375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,48,13,0.5379061371841155,0.5270758122743683,False,False,6.21875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,48,29,0.4693140794223827,0.5270758122743683,True,False,6.90625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,96,7,0.516245487364621,0.5270758122743683,True,False,6.84375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,96,13,0.555956678700361,0.5270758122743683,False,False,6.59375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,96,29,0.48736462093862815,0.5270758122743683,True,False,7.09375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,192,7,0.5379061371841155,0.5270758122743683,False,False,8.625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,192,13,0.5487364620938628,0.5270758122743683,False,False,9.75,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,192,29,0.5523465703971119,0.5270758122743683,False,False,6.40625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,384,7,0.5487364620938628,0.5270758122743683,False,False,8.25,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,384,13,0.5667870036101083,0.5270758122743683,False,False,9.1875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,rte,384,29,0.5306859205776173,0.5270758122743683,False,False,8.3125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,48,7,0.49311926605504586,0.5091743119266054,True,False,6.03125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,48,13,0.5447247706422018,0.5091743119266054,False,False,6.375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,48,29,0.5103211009174312,0.5091743119266054,False,False,5.875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,96,7,0.5493119266055045,0.5091743119266054,False,False,5.875,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,96,13,0.5688073394495413,0.5091743119266054,False,False,5.5625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,96,29,0.5103211009174312,0.5091743119266054,False,False,6.03125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,192,7,0.5435779816513762,0.5091743119266054,False,False,5.65625,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,192,13,0.5172018348623854,0.5091743119266054,False,False,8.75,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,192,29,0.5137614678899083,0.5091743119266054,False,False,7.3125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,384,7,0.6559633027522935,0.5091743119266054,False,False,8.125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,384,13,0.5172018348623854,0.5091743119266054,False,False,6.8125,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,bitfit,sst2,384,29,0.5298165137614679,0.5091743119266054,False,False,6.84375,104450,109483778,0.0009540226132861437
encoder-only,bert-base-uncased,ia3,mrpc,48,7,0.6838235294117647,0.6838235294117647,False,False,5.290465831756592,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,48,13,0.6862745098039216,0.6838235294117647,False,False,14.657358169555664,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,48,29,0.6838235294117647,0.6838235294117647,False,False,8.203558921813965,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,96,7,0.6838235294117647,0.6838235294117647,False,False,5.511318683624268,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,96,13,0.6862745098039216,0.6838235294117647,False,False,14.845857620239258,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,96,29,0.6838235294117647,0.6838235294117647,False,False,5.94832181930542,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,192,7,0.6764705882352942,0.6838235294117647,True,False,7.0471296310424805,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,192,13,0.6862745098039216,0.6838235294117647,False,False,14.032171249389648,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,192,29,0.678921568627451,0.6838235294117647,True,False,9.395581245422363,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,384,7,0.6838235294117647,0.6838235294117647,False,False,9.958394050598145,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,384,13,0.6838235294117647,0.6838235294117647,False,False,11.391535758972168,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,mrpc,384,29,0.678921568627451,0.6838235294117647,True,False,7.64644193649292,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,48,7,0.5072304594545122,0.5053999633900788,False,False,7.767352104187012,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,48,13,0.5079626578802856,0.5053999633900788,False,False,7.857990741729736,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,48,29,0.5286472634083836,0.5053999633900788,False,False,5.420134544372559,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,96,7,0.5068643602416255,0.5053999633900788,False,False,8.08333683013916,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,96,13,0.5238879736408567,0.5053999633900788,False,False,8.58745002746582,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,96,29,0.5524437122460186,0.5053999633900788,False,False,6.17155122756958,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,192,7,0.514003294892916,0.5053999633900788,False,False,7.453861713409424,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,192,13,0.5555555555555556,0.5053999633900788,False,False,9.893792152404785,66050,109549828,0.0006029219872440147
encoder-only,bert-base-uncased,ia3,qnli,192,29,0.5603148453230825,0.5053999633900788,False,False,9.146468162536621,66050,109549828,0.0006029219872440147
